18 13 36 -31 50 00 N 6569 Gb 8.7
18 17 00 -19 53 01 N 6595 OC 7.0
18 17 06 -14 58 01 N 6605 OC 6.0
18 18 06 -12 14 00 N 6604 +N 6.5
18 18 48 -13 47 00 N 6611 +N 6.0
18 19 54 -17 08 00 N 6613 OC 6.9
18 20 48 -16 11 00 N 6618 +N 6.0
18 23 42 -30 22 00 N 6624 Gb 8.3
18 24 30 -24 52 00 N 6626 Gb 6.9
18 27 42 +06 34 00 N 6633 OC 4.6
18 31 24 -32 21 00 N 6637 Gb 7.7
18 31 30 -17 21 00 N 6647 OC 8.0
18 31 36 -19 15 00 I 4725 OC 4.6
18 31 54 -23 29 00 N 6642 Gb 8.8
18 33 30 -10 24 00 N 6649 OC 8.9
18 35 48 -32 59 00 N 6652 Gb 8.9
18 36 24 -23 54 00 N 6656 Gb 5.1
18 36 42 -08 13 00 N 6664 OC 7.8
18 39 00 +05 27 00 I 4756 OC 5.0
18 43 12 -32 18 00 N 6681 Gb 8.1
18 45 12 -09 24 00 N 6694 OC 8.0
18 51 06 -06 16 00 N 6705 OC 5.8
18 51 30 +10 21 00 N 6709 OC 6.7
18 53 06 -08 42 00 N 6712 Gb 8.2
18 54 36 -19 53 00 N 6716 OC 6.9
18 55 06 -30 29 00 N 6715 Gb 7.7
18 59 36 -36 38 00 N 6723 Gb 7.3
19 01 24 +11 36 00 N 6738 OC 8.0
19 07 48 +04 14 00 N 6755 OC 7.5
19 30 36 +20 16 00 N 6802 OC 8.8
19 40 00 -30 58 00 N 6809 Gb 7.0
19 43 06 +23 18 00 N 6823 OC 7.1
19 45 00 -14 48 00 I 4895 Gx 8.0
19 51 00 +23 04 00 N 6830 OC 7.9
19 53 48 +18 47 00 N 6838 Gb 8.3
19 59 36 +22 43 00 N 6853 Pl 8.1
20 06 06 -21 55 01 N 6864 Gb 8.6
20 11 42 +26 32 59 N 6882 OC 8.1
20 12 00 +26 29 00 N 6885 OC 6.0
20 34 12 +07 23 59 N 6934 Gb 8.9
21 04 12 -11 22 00 N 7009 Pl 8.0
21 30 00 +12 10 00 N 7078 Gb 6.4
21 33 30 -00 49 00 N 7089 Gb 6.5
21 40 24 -23 11 00 N 7099 Gb 7.5
