00 14 54 -39 11 00 N 55 Gx 8.0
00 47 00 -11 53 00 N 246 Pl 8.0
00 47 06 -20 46 00 N 247 Gx 8.9
00 47 36 -25 17 00 N 253 Gx 7.1
00 52 48 -26 35 00 N 288 Gb 8.1
02 42 42 -00 01 00 N 1068 Gx 8.9
03 17 18 -41 08 00 N 1291 Gx 8.5
03 22 42 -37 11 59 N 1316 Gx 8.9
04 46 00 +19 04 00 N 1647 OC 6.4
04 48 30 +10 56 00 N 1662 OC 6.4
05 03 36 +23 49 00 N 1746 OC 6.0
05 10 42 +16 32 00 N 1807 OC 7.0
05 12 06 +16 42 00 N 1817 OC 7.7
05 14 06 -40 03 00 N 1851 Gb 7.3
05 24 30 -24 33 00 N 1904 Gb 7.8
05 34 30 +22 01 00 N 1952 Nb 8.4
05 35 12 -04 26 00 N 1981 OC 4.6
05 35 24 -05 27 00 N 1976 Nb 4.0
05 46 42 +00 03 00 N 2068 Nb 8.0
06 01 00 +23 18 01 N 2129 OC 6.7
06 05 00 +24 00 00 I 2157 OC 8.4
06 07 30 +24 06 00 N 2158 OC 8.6
06 08 24 +13 57 00 N 2169 OC 5.9
06 08 54 +24 20 00 N 2168 OC 5.1
06 09 48 +20 19 00 N 2175 OC 6.8
06 12 12 +05 27 00 N 2186 OC 8.7
06 13 48 +12 48 00 N 2194 OC 8.5
06 15 42 -18 39 00 N 2204 OC 8.6
06 21 00 -07 17 00 N 2215 OC 8.4
06 26 36 -04 45 00 N 2232 OC 3.9
06 29 42 +06 50 00 N 2236 OC 8.5
06 32 24 +04 52 00 N 2244 OC 4.8
06 34 42 +08 22 00 N 2251 OC 7.3
06 35 00 +05 23 00 N 2252 OC 8.0
06 41 06 +09 53 00 N 2264 +N 3.9
06 47 00 -20 43 59 N 2287 OC 4.5
06 47 36 -03 10 00 N 2286 OC 7.5
06 51 48 +00 28 01 N 2301 OC 6.0
06 51 54 -07 04 00 N 2302 OC 8.9
07 03 12 -08 20 00 N 2323 OC 5.9
07 04 12 +01 03 00 N 2324 OC 8.4
07 06 36 -10 05 00 N 2335 OC 7.2
07 08 18 -10 38 59 N 2343 OC 6.7
07 08 18 -13 09 59 N 2345 OC 7.7
