02 19 17 +47 22 48 62 Andromeda
02 20 58 +50 09 05 63 Andromeda
02 24 25 +50 00 24 64 Andromeda
02 25 37 +50 16 43 65 Andromeda
02 27 52 +50 34 11 66 Andromeda
20 39 25 +00 29 11 1 Aquarius
20 47 41 -09 29 45 2 Aquarius
20 47 44 -05 01 40 3 Aquarius
20 51 26 -05 37 35 4 Aquarius
20 52 09 -05 30 25 5 Aquarius
20 52 39 -08 59 00 6 Aquarius
20 56 54 -09 41 51 7 Aquarius
21 00 34 -04 43 49 11 Aquarius
21 04 05 -05 49 24 12 Aquarius
21 04 05 -05 49 23 12 Aquarius
21 09 36 -11 22 18 13 Aquarius
21 18 11 -04 31 10 15 Aquarius
21 21 04 -04 33 36 16 Aquarius
21 22 56 -09 19 10 17 Aquarius
21 24 12 -12 52 41 18 Aquarius
21 25 13 -09 44 55 19 Aquarius
21 24 52 -03 23 54 20 Aquarius
21 25 17 -03 33 24 21 Aquarius
21 31 34 -05 34 16 22 Aquarius
21 37 45 -07 51 15 23 Aquarius
21 39 33 +02 14 37 25 Aquarius
21 42 10 +01 17 07 26 Aquarius
22 01 05 +00 36 18 28 Aquarius
22 02 27 -16 57 51 29 Aquarius
22 03 16 -06 31 22 30 Aquarius
22 03 19 -02 09 19 31 Aquarius
22 04 47 -00 54 24 32 Aquarius
22 06 26 -13 52 11 33 Aquarius
22 05 47 -00 19 11 34 Aquarius
22 08 59 -18 31 11 35 Aquarius
22 10 38 -11 33 54 38 Aquarius
22 12 26 -14 11 38 39 Aquarius
22 14 18 -21 04 27 41 Aquarius
22 16 48 -12 49 53 42 Aquarius
22 16 50 -07 47 00 43 Aquarius
22 17 07 -05 23 14 44 Aquarius
22 19 01 -13 18 18 45 Aquarius
22 20 12 -07 49 16 46 Aquarius
22 21 36 -21 35 54 47 Aquarius
22 21 39 -01 23 14 48 Aquarius
22 23 31 -24 45 46 49 Aquarius
22 24 27 -13 31 46 50 Aquarius
22 24 07 -04 50 13 51 Aquarius
22 25 17 +01 22 39 52 Aquarius
22 26 34 -16 44 29 53 Aquarius
22 26 34 -16 44 33 53 Aquarius
22 28 50 -00 01 12 55 Aquarius
22 28 50 -00 01 13 55 Aquarius
22 30 17 -14 35 09 56 Aquarius
22 30 39 -10 40 41 57 Aquarius
22 31 41 -10 54 20 58 Aquarius
22 34 42 -20 42 30 59 Aquarius
22 34 03 -01 34 27 60 Aquarius
22 35 21 -00 07 03 62 Aquarius
22 37 45 -04 13 41 63 Aquarius
22 43 35 -18 49 49 66 Aquarius
22 43 14 -06 57 46 67 Aquarius
22 47 33 -19 36 48 68 Aquarius
22 47 43 -14 03 23 69 Aquarius
22 48 30 -10 33 20 70 Aquarius
22 49 36 -13 35 33 71 Aquarius
22 52 37 -07 34 47 73 Aquarius
22 53 29 -11 37 00 74 Aquarius
22 54 39 -15 49 15 76 Aquarius
22 54 46 -16 16 19 77 Aquarius
22 54 34 -07 12 17 78 Aquarius
23 01 24 -07 03 40 81 Aquarius
23 02 33 -06 34 27 82 Aquarius
23 05 10 -07 41 37 83 Aquarius
23 06 41 -23 44 35 86 Aquarius
23 09 27 -21 10 21 88 Aquarius
23 09 55 -22 27 27 89 Aquarius
23 14 19 -06 02 56 90 Aquarius
23 15 54 -09 05 16 91 Aquarius
23 16 51 -07 43 36 92 Aquarius
23 17 54 -09 10 57 93 Aquarius
23 19 07 -13 27 32 94 Aquarius
23 18 58 -09 36 39 95 Aquarius
23 19 24 -05 07 28 96 Aquarius
23 22 39 -15 02 21 97 Aquarius
23 22 58 -20 06 02 98 Aquarius
23 26 03 -20 38 31 99 Aquarius
23 31 42 -21 22 10 100 Aquarius
23 33 17 -20 54 52 101 Aquarius
23 39 47 -14 13 18 102 Aquarius
23 41 35 -18 01 38 103 Aquarius
23 41 46 -17 48 59 104 Aquarius
23 42 43 -14 32 42 105 Aquarius
23 44 12 -18 16 37 106 Aquarius
23 46 01 -18 40 41 107 Aquarius
23 51 21 -18 54 32 108 Aquarius
18 44 50 +02 03 35 4 Aquila
18 46 29 -00 57 42 5 Aquila
18 51 22 -03 19 04 8 Aquila
18 58 47 +13 54 23 10 Aquila
18 59 06 +13 37 21 11 Aquila
19 01 41 -05 44 20 12 Aquila
18 59 37 +15 04 06 13 Aquila
19 02 55 -03 41 56 14 Aquila
19 04 58 -04 01 53 15 Aquila
19 06 15 -04 52 57 16 Aquila
19 05 25 +13 51 48 17 Aquila
19 06 59 +11 04 17 18 Aquila
19 09 00 +06 04 24 19 Aquila
19 12 41 -07 56 22 20 Aquila
19 13 43 +02 17 37 21 Aquila
19 16 31 +04 50 05 22 Aquila
19 18 33 +01 05 07 23 Aquila
19 18 51 +00 20 21 24 Aquila
19 17 49 +11 35 43 25 Aquila
19 20 33 -05 24 57 26 Aquila
19 20 36 -00 53 32 27 Aquila
19 19 39 +12 22 29 28 Aquila
19 19 53 +11 32 06 29 Aquila
19 25 30 +03 06 53 30 Aquila
19 24 58 +11 56 40 31 Aquila
19 26 31 +00 20 19 32 Aquila
19 29 01 +01 57 01 35 Aquila
19 30 40 -02 47 20 36 Aquila
19 35 07 -10 33 38 37 Aquila
19 34 05 +07 22 44 38 Aquila
19 36 54 -07 01 39 39 Aquila
19 36 43 -01 17 11 41 Aquila
19 37 47 -04 38 52 42 Aquila
19 39 12 +05 23 52 44 Aquila
19 40 43 -00 37 16 45 Aquila
19 42 13 +12 11 36 46 Aquila
19 42 34 +11 49 36 47 Aquila
19 44 34 +13 18 10 48 Aquila
19 45 40 +07 36 48 49 Aquila
19 46 16 +10 36 48 50 Aquila
19 50 47 -10 45 49 51 Aquila
19 48 42 +11 48 57 52 Aquila
19 50 47 +08 52 06 53 Aquila
19 51 02 +10 24 56 54 Aquila
19 52 28 +01 00 20 55 Aquila
19 54 08 -08 34 27 56 Aquila
19 54 38 -08 13 38 57 Aquila
19 54 38 -08 14 14 57 Aquila
19 54 45 +00 16 25 58 Aquila
19 54 15 +08 27 41 59 Aquila
19 55 19 +06 24 24 60 Aquila
19 56 14 +11 25 26 61 Aquila
20 04 23 -00 42 34 62 Aquila
20 04 08 +07 16 41 63 Aquila
20 08 02 -00 40 42 64 Aquila
20 11 18 -00 49 17 65 Aquila
20 13 14 -01 00 34 66 Aquila
20 14 17 +15 11 50 67 Aquila
20 28 25 -03 21 29 68 Aquila
20 29 39 -02 53 08 69 Aquila
20 36 44 -02 33 00 70 Aquila
20 38 20 -01 06 19 71 Aquila
17 35 40 -46 30 21 1 Ara
01 50 09 +22 16 31 1 Aries
01 48 11 +16 57 20 4 Aries
01 53 32 +19 17 37 5 Aries
01 53 32 +19 17 45 5 Aries
01 54 38 +20 48 29 6 Aries
01 55 51 +23 34 38 7 Aries
01 57 21 +17 49 03 8 Aries
01 57 56 +23 35 46 9 Aries
02 03 39 +25 56 08 10 Aries
02 06 49 +25 42 17 11 Aries
02 06 34 +22 38 54 12 Aries
02 07 10 +23 27 45 13 Aries
02 09 25 +25 56 23 14 Aries
02 10 38 +19 30 01 15 Aries
02 11 12 +25 56 13 16 Aries
02 12 48 +21 12 39 17 Aries
02 13 03 +15 16 47 19 Aries
02 15 46 +25 46 59 20 Aries
02 15 43 +25 02 35 21 Aries
02 18 08 +19 54 05 22 Aries
02 24 49 +10 36 38 24 Aries
02 30 38 +19 51 19 26 Aries
02 30 54 +17 42 14 27 Aries
02 32 54 +15 02 05 29 Aries
02 37 01 +24 38 51 30 Aries
02 36 58 +24 38 54 30 Aries
02 36 38 +12 26 51 31 Aries
02 38 49 +21 57 41 32 Aries
02 40 41 +27 03 40 33 Aries
02 42 22 +20 00 42 34 Aries
02 43 27 +27 42 26 35 Aries
02 44 19 +17 45 51 36 Aries
02 44 33 +15 18 42 37 Aries
02 44 58 +12 26 45 38 Aries
02 47 55 +29 14 50 39 Aries
02 48 32 +18 17 01 40 Aries
02 49 59 +27 15 38 41 Aries
02 49 18 +17 27 51 42 Aries
02 51 30 +15 04 55 43 Aries
02 55 49 +18 19 54 45 Aries
02 56 26 +18 01 23 46 Aries
02 58 05 +20 40 07 47 Aries
02 59 13 +21 20 25 48 Aries
02 59 13 +21 20 25 48 Aries
03 01 54 +26 27 44 49 Aries
03 05 27 +25 15 19 52 Aries
03 05 27 +25 15 19 52 Aries
03 07 26 +17 52 49 53 Aries
03 08 21 +18 47 42 54 Aries
03 09 37 +29 04 37 55 Aries
03 12 14 +27 15 25 56 Aries
03 11 38 +19 43 36 57 Aries
03 14 54 +21 02 40 58 Aries
03 19 56 +27 04 16 59 Aries
03 20 26 +25 39 46 60 Aries
03 21 14 +21 08 49 61 Aries
03 22 12 +27 36 27 62 Aries
03 22 45 +20 44 31 63 Aries
03 24 19 +24 43 27 64 Aries
03 24 26 +20 48 13 65 Aries
03 28 27 +22 48 16 66 Aries
04 52 38 +36 42 11 2 Auriga
04 57 00 +33 09 58 3 Auriga
04 59 15 +37 53 25 4 Auriga
05 00 18 +39 23 41 5 Auriga
05 00 23 +39 39 18 6 Auriga
05 01 58 +43 49 24 7 Auriga
05 02 29 +41 04 33 8 Auriga
05 06 41 +51 35 52 9 Auriga
05 06 31 +41 14 04 10 Auriga
05 13 26 +38 29 04 11 Auriga
05 16 41 +45 59 53 13 Auriga
05 15 24 +32 41 16 14 Auriga
05 19 09 +40 05 57 15 Auriga
05 18 11 +33 22 18 16 Auriga
05 18 19 +33 46 02 17 Auriga
05 19 24 +33 59 08 18 Auriga
05 20 01 +33 57 29 19 Auriga
05 21 48 +41 48 17 20 Auriga
05 24 39 +37 23 08 21 Auriga
05 23 23 +28 56 12 22 Auriga
05 27 39 +34 28 33 24 Auriga
05 32 44 +32 11 31 25 Auriga
05 38 38 +30 29 33 26 Auriga
05 45 54 +49 49 35 27 Auriga
05 49 11 +39 10 52 29 Auriga
05 54 51 +55 42 25 30 Auriga
05 51 02 +37 18 20 31 Auriga
05 51 29 +39 08 55 32 Auriga
05 59 32 +54 17 05 33 Auriga
05 59 32 +44 56 51 34 Auriga
05 59 56 +45 56 13 35 Auriga
06 00 59 +47 54 08 36 Auriga
05 59 43 +37 12 45 37 Auriga
06 03 18 +42 54 43 38 Auriga
06 05 03 +42 58 54 39 Auriga
06 06 35 +38 28 58 40 Auriga
06 11 37 +48 42 40 41 Auriga
06 11 37 +48 42 47 41 Auriga
06 17 35 +46 25 27 42 Auriga
06 18 17 +46 21 38 43 Auriga
06 15 23 +29 29 53 44 Auriga
06 21 46 +53 27 08 45 Auriga
06 24 54 +49 17 17 46 Auriga
06 30 03 +46 41 08 47 Auriga
06 28 34 +30 29 36 48 Auriga
06 35 12 +28 01 20 49 Auriga
06 39 20 +42 29 20 50 Auriga
06 38 40 +39 23 27 51 Auriga
06 38 49 +39 54 09 52 Auriga
06 38 23 +28 59 03 53 Auriga
06 39 33 +28 15 47 54 Auriga
06 43 05 +44 31 28 55 Auriga
06 46 44 +43 34 39 56 Auriga
06 47 40 +48 47 22 57 Auriga
06 50 46 +41 46 53 58 Auriga
06 53 02 +38 52 09 59 Auriga
06 53 13 +38 26 17 60 Auriga
06 53 57 +38 30 19 61 Auriga
06 59 03 +38 03 08 62 Auriga
07 11 39 +39 19 14 63 Auriga
07 18 02 +40 53 01 64 Auriga
07 22 03 +36 45 38 65 Auriga
07 24 09 +40 40 20 66 Auriga
13 40 41 +19 57 20 1 Bootes
13 41 02 +22 29 45 2 Bootes
13 46 43 +25 42 08 3 Bootes
13 47 16 +17 27 24 4 Bootes
13 49 29 +15 47 52 5 Bootes
13 49 43 +21 15 51 6 Bootes
13 53 13 +17 55 58 7 Bootes
13 54 41 +18 23 52 8 Bootes
13 56 34 +27 29 30 9 Bootes
13 58 39 +21 41 46 10 Bootes
14 01 11 +27 23 11 11 Bootes
14 10 24 +25 05 30 12 Bootes
14 08 17 +49 27 29 13 Bootes
14 14 05 +12 57 33 14 Bootes
14 14 51 +10 06 02 15 Bootes
14 15 40 +19 10 57 16 Bootes
14 13 29 +51 47 25 17 Bootes
14 13 28 +51 47 16 17 Bootes
14 19 16 +13 00 15 18 Bootes
14 16 23 +46 05 18 19 Bootes
14 19 45 +16 18 25 20 Bootes
14 16 10 +51 22 02 21 Bootes
14 26 27 +19 13 37 22 Bootes
14 25 12 +51 51 03 23 Bootes
14 28 38 +49 50 41 24 Bootes
14 31 50 +30 22 17 25 Bootes
14 32 33 +22 15 36 26 Bootes
14 32 05 +38 18 30 27 Bootes
14 34 41 +29 44 42 28 Bootes
14 40 44 +16 25 03 29 Bootes
14 40 44 +16 25 05 29 Bootes
14 41 09 +13 43 42 30 Bootes
14 41 09 +13 43 42 30 Bootes
14 41 39 +08 09 42 31 Bootes
14 41 44 +11 39 38 32 Bootes
14 38 50 +44 24 16 33 Bootes
14 43 25 +26 31 40 34 Bootes
14 45 15 +16 57 52 35 Bootes
14 44 59 +27 04 27 36 Bootes
14 44 59 +27 04 30 36 Bootes
14 51 23 +19 06 04 37 Bootes
14 49 19 +46 06 58 38 Bootes
14 49 41 +48 43 14 39 Bootes
14 59 37 +39 15 55 40 Bootes
15 02 07 +25 00 29 41 Bootes
15 01 57 +40 23 26 42 Bootes
15 04 27 +26 56 51 43 Bootes
15 03 47 +47 39 16 44 Bootes
15 07 18 +24 52 09 45 Bootes
15 08 24 +26 18 04 46 Bootes
15 05 26 +48 09 04 47 Bootes
15 14 29 +29 09 51 48 Bootes
15 15 30 +33 18 53 49 Bootes
15 21 49 +32 56 02 50 Bootes
15 24 31 +37 20 52 51 Bootes
15 24 29 +37 22 38 51 Bootes
15 30 56 +40 49 59 52 Bootes
15 31 47 +40 53 58 53 Bootes
15 37 50 +40 21 12 54 Bootes
04 32 02 +53 54 40 1 Camelopardalis
04 39 58 +53 28 23 2 Camelopardalis
04 39 55 +53 04 47 3 Camelopardalis
04 48 00 +56 45 26 4 Camelopardalis
04 55 03 +55 15 33 5 Camelopardalis
04 57 17 +53 45 08 7 Camelopardalis
04 59 46 +53 09 20 8 Camelopardalis
04 54 03 +66 20 34 9 Camelopardalis
05 03 25 +60 26 32 10 Camelopardalis
05 06 09 +58 58 21 11 Camelopardalis
05 06 12 +59 01 16 12 Camelopardalis
05 13 31 +62 41 29 14 Camelopardalis
05 19 28 +58 07 03 15 Camelopardalis
05 23 28 +57 32 40 16 Camelopardalis
05 30 10 +63 04 02 17 Camelopardalis
05 32 34 +57 13 16 18 Camelopardalis
05 37 15 +64 09 17 19 Camelopardalis
05 44 09 +61 28 36 23 Camelopardalis
05 43 02 +56 34 54 24 Camelopardalis
05 46 30 +56 06 56 26 Camelopardalis
05 50 34 +56 55 08 29 Camelopardalis
05 52 17 +58 57 51 30 Camelopardalis
05 54 58 +59 53 18 31 Camelopardalis
06 12 51 +65 43 06 36 Camelopardalis
06 09 59 +58 56 10 37 Camelopardalis
06 15 41 +59 59 57 40 Camelopardalis
06 50 57 +67 34 19 42 Camelopardalis
06 53 42 +68 53 18 43 Camelopardalis
07 22 17 +59 54 07 47 Camelopardalis
07 46 27 +62 49 50 49 Camelopardalis
07 46 40 +65 27 21 51 Camelopardalis
08 01 42 +60 19 28 53 Camelopardalis
07 56 59 +15 47 25 1 Cancer
08 00 56 +25 23 35 2 Cancer
08 00 47 +17 18 32 3 Cancer
08 01 44 +25 05 23 4 Cancer
08 01 30 +16 27 19 5 Cancer
08 05 05 +13 07 05 8 Cancer
08 06 18 +22 38 09 9 Cancer
08 07 46 +21 34 54 10 Cancer
08 08 42 +13 38 27 12 Cancer
08 10 27 +25 30 26 14 Cancer
08 13 09 +29 39 24 15 Cancer
08 12 13 +17 38 52 16 Cancer
08 12 13 +17 38 52 16 Cancer
08 12 13 +17 38 52 16 Cancer
08 16 31 +09 11 08 17 Cancer
08 20 04 +27 13 04 18 Cancer
08 20 32 +24 01 20 19 Cancer
08 23 22 +18 19 56 20 Cancer
08 23 55 +10 37 55 21 Cancer
08 26 28 +27 53 37 22 Cancer
08 26 47 +26 56 07 23 Cancer
08 26 47 +26 56 04 23 Cancer
08 26 40 +24 32 07 24 Cancer
08 26 40 +24 32 03 24 Cancer
08 25 50 +17 02 46 25 Cancer
08 26 44 +12 39 16 27 Cancer
08 28 37 +24 08 41 28 Cancer
08 28 37 +14 12 39 29 Cancer
08 31 31 +24 04 52 30 Cancer
08 31 36 +18 05 40 31 Cancer
08 33 00 +24 05 05 32 Cancer
08 32 43 +20 26 28 33 Cancer
08 32 40 +10 03 58 34 Cancer
08 35 19 +19 35 24 35 Cancer
08 37 06 +09 39 21 36 Cancer
08 38 05 +09 34 29 37 Cancer
08 40 06 +20 00 29 39 Cancer
08 40 27 +19 32 42 41 Cancer
08 43 17 +21 28 07 43 Cancer
08 43 12 +12 40 52 45 Cancer
08 45 21 +30 41 52 46 Cancer
08 44 41 +18 09 15 47 Cancer
08 46 40 +28 45 55 48 Cancer
08 46 42 +28 45 36 48 Cancer
08 44 45 +10 04 54 49 Cancer
08 46 56 +12 06 36 50 Cancer
08 52 35 +32 28 27 51 Cancer
08 52 29 +28 15 34 53 Cancer
08 51 02 +15 21 02 54 Cancer
08 52 36 +28 19 51 55 Cancer
08 54 15 +30 34 46 57 Cancer
08 55 40 +27 55 39 58 Cancer
08 56 57 +32 54 37 59 Cancer
08 55 56 +11 37 34 60 Cancer
08 57 59 +30 14 01 61 Cancer
08 57 15 +15 19 22 62 Cancer
08 57 35 +15 34 53 63 Cancer
08 59 33 +32 25 07 64 Cancer
08 58 29 +11 51 28 65 Cancer
09 01 24 +32 15 09 66 Cancer
09 01 49 +27 54 11 67 Cancer
09 02 44 +24 27 10 69 Cancer
09 04 10 +27 53 54 70 Cancer
09 08 00 +29 39 15 72 Cancer
09 08 47 +26 37 45 75 Cancer
09 07 45 +10 40 05 76 Cancer
09 09 22 +22 02 44 77 Cancer
09 10 21 +21 59 47 79 Cancer
09 12 18 +14 59 46 81 Cancer
09 15 14 +14 56 29 82 Cancer
06 20 19 -30 03 48 1 Canis Major
06 22 42 -17 57 21 2 Canis Major
06 31 51 -23 25 06 4 Canis Major
06 35 03 -22 57 53 5 Canis Major
06 36 23 -18 39 36 6 Canis Major
06 36 41 -19 15 21 7 Canis Major
06 37 53 -18 14 14 8 Canis Major
06 45 09 -16 42 58 9 Canis Major
06 44 28 -31 04 14 10 Canis Major
06 46 51 -14 25 33 11 Canis Major
06 47 02 -21 00 55 12 Canis Major
06 49 51 -32 30 31 13 Canis Major
06 54 11 -12 02 18 14 Canis Major
06 53 33 -20 13 27 15 Canis Major
06 54 08 -24 11 01 16 Canis Major
06 55 03 -20 24 17 17 Canis Major
06 56 07 -14 02 37 18 Canis Major
06 55 37 -20 08 11 19 Canis Major
06 56 08 -17 03 15 20 Canis Major
06 58 38 -28 58 20 21 Canis Major
07 01 43 -27 56 05 22 Canis Major
07 03 46 -15 38 00 23 Canis Major
07 03 02 -23 50 00 24 Canis Major
07 08 24 -26 23 35 25 Canis Major
07 12 12 -25 56 33 26 Canis Major
07 14 15 -26 21 09 27 Canis Major
07 14 49 -26 46 22 28 Canis Major
07 18 40 -24 33 32 29 Canis Major
07 18 42 -24 57 15 30 Canis Major
07 24 06 -29 18 11 31 Canis Major
07 24 58 +11 40 11 1 Canis Minor
07 25 39 +09 16 34 2 Canis Minor
07 27 09 +08 17 22 3 Canis Minor
07 28 10 +08 55 32 4 Canis Minor
07 28 02 +06 56 31 5 Canis Minor
07 29 48 +12 00 24 6 Canis Minor
07 32 06 +01 54 52 7 Canis Minor
07 33 12 +03 17 25 8 Canis Minor
07 34 16 +03 22 17 9 Canis Minor
07 39 18 +05 13 30 10 Canis Minor
07 46 16 +10 46 06 11 Canis Minor
07 51 42 +01 46 01 13 Canis Minor
07 58 21 +02 13 30 14 Canis Minor
12 16 08 +40 39 37 2 Canis Venatici
12 19 49 +48 59 03 3 Canis Venatici
12 23 47 +42 32 34 4 Canis Venatici
12 24 02 +51 33 44 5 Canis Venatici
12 25 51 +39 01 07 6 Canis Venatici
12 30 03 +51 32 08 7 Canis Venatici
12 33 45 +41 21 27 8 Canis Venatici
12 38 46 +40 52 28 9 Canis Venatici
12 45 00 +39 16 44 10 Canis Venatici
12 48 42 +48 28 01 11 Canis Venatici
12 56 02 +38 19 06 12 Canis Venatici
12 56 00 +38 18 53 12 Canis Venatici
13 05 45 +35 47 56 14 Canis Venatici
13 09 42 +38 32 02 15 Canis Venatici
13 10 03 +38 29 56 17 Canis Venatici
13 15 32 +40 51 19 19 Canis Venatici
13 17 33 +40 34 21 20 Canis Venatici
13 18 15 +49 40 55 21 Canis Venatici
13 20 19 +40 09 02 23 Canis Venatici
13 34 27 +49 00 58 24 Canis Venatici
13 37 28 +36 17 42 25 Canis Venatici
20 11 58 -12 23 33 1 Capricornus
20 12 26 -12 37 03 2 Capricornus
20 16 23 -12 20 13 3 Capricornus
20 18 01 -21 48 36 4 Capricornus
20 17 39 -12 30 30 5 Capricornus
20 18 03 -12 32 41 6 Capricornus
20 19 24 -19 07 07 7 Capricornus
20 20 40 -12 45 33 8 Capricornus
20 21 01 -14 46 53 9 Capricornus
20 27 19 -18 12 42 10 Capricornus
20 28 52 -17 48 49 11 Capricornus
20 29 54 -18 35 00 12 Capricornus
20 29 53 -18 35 12 12 Capricornus
20 39 16 -14 57 17 14 Capricornus
20 40 03 -18 08 20 15 Capricornus
20 46 06 -25 16 16 16 Capricornus
20 46 10 -21 30 52 17 Capricornus
20 51 49 -26 55 09 18 Capricornus
20 54 48 -17 55 23 19 Capricornus
20 59 36 -19 02 07 20 Capricornus
21 04 24 -19 51 18 22 Capricornus
21 05 57 -17 13 58 23 Capricornus
21 07 08 -25 00 21 24 Capricornus
21 08 34 -21 11 38 25 Capricornus
21 09 33 -20 33 23 27 Capricornus
21 15 38 -20 39 06 28 Capricornus
21 15 45 -15 10 17 29 Capricornus
21 17 57 -17 59 07 30 Capricornus
21 18 16 -17 27 44 31 Capricornus
21 22 15 -16 50 04 32 Capricornus
21 24 10 -20 51 07 33 Capricornus
21 26 40 -22 24 41 34 Capricornus
21 27 15 -21 11 46 35 Capricornus
21 28 43 -21 48 26 36 Capricornus
21 34 51 -20 05 04 37 Capricornus
21 37 05 -19 27 58 39 Capricornus
21 40 06 -16 39 44 40 Capricornus
21 42 01 -23 15 46 41 Capricornus
21 41 33 -14 02 52 42 Capricornus
21 42 40 -18 51 59 43 Capricornus
21 43 04 -14 23 59 44 Capricornus
21 44 01 -14 44 58 45 Capricornus
21 45 00 -09 04 57 46 Capricornus
21 46 16 -09 16 33 47 Capricornus
21 46 32 -11 21 57 48 Capricornus
21 47 02 -16 07 38 49 Capricornus
21 53 18 -13 33 06 51 Capricornus
23 06 37 +59 25 11 1 Cassiopeia
23 09 44 +59 19 59 2 Cassiopeia
23 24 50 +62 16 58 4 Cassiopeia
23 47 04 +58 39 07 5 Cassiopeia
23 48 50 +62 12 52 6 Cassiopeia
23 54 23 +57 29 58 7 Cassiopeia
23 59 01 +55 45 18 8 Cassiopeia
00 04 14 +62 17 16 9 Cassiopeia
00 06 27 +64 11 46 10 Cassiopeia
00 09 11 +59 08 59 11 Cassiopeia
00 24 48 +61 49 52 12 Cassiopeia
00 31 25 +66 31 10 13 Cassiopeia
00 31 46 +54 31 20 14 Cassiopeia
00 33 00 +62 55 54 15 Cassiopeia
00 34 25 +66 45 01 16 Cassiopeia
00 36 58 +53 53 49 17 Cassiopeia
00 40 31 +56 32 14 18 Cassiopeia
00 42 04 +50 30 45 19 Cassiopeia
00 43 28 +47 01 29 20 Cassiopeia
00 45 39 +74 59 17 21 Cassiopeia
00 44 44 +48 17 04 22 Cassiopeia
00 47 45 +74 50 51 23 Cassiopeia
00 49 06 +57 48 57 24 Cassiopeia
00 48 50 +50 58 06 25 Cassiopeia
00 55 00 +58 58 22 26 Cassiopeia
00 56 43 +60 43 00 27 Cassiopeia
00 56 40 +59 10 52 28 Cassiopeia
01 08 16 +54 55 13 30 Cassiopeia
01 10 39 +68 46 43 31 Cassiopeia
01 11 41 +65 01 08 32 Cassiopeia
01 11 06 +55 08 59 33 Cassiopeia
01 20 05 +58 13 54 34 Cassiopeia
01 21 05 +64 39 30 35 Cassiopeia
01 25 55 +68 07 48 36 Cassiopeia
01 25 49 +60 14 07 37 Cassiopeia
01 31 14 +70 15 53 38 Cassiopeia
01 33 56 +59 13 55 39 Cassiopeia
01 38 31 +73 02 24 40 Cassiopeia
01 42 56 +70 37 21 42 Cassiopeia
01 42 21 +68 02 35 43 Cassiopeia
01 43 20 +60 33 04 44 Cassiopeia
01 54 24 +63 40 12 45 Cassiopeia
01 56 00 +68 41 07 46 Cassiopeia
02 05 07 +77 16 53 47 Cassiopeia
02 01 57 +70 54 25 48 Cassiopeia
02 05 30 +76 06 55 49 Cassiopeia
02 03 26 +72 25 17 50 Cassiopeia
02 02 53 +64 54 05 52 Cassiopeia
02 03 00 +64 23 24 53 Cassiopeia
02 14 29 +66 31 28 55 Cassiopeia
13 45 41 -33 02 38 1 Centaurus
13 49 27 -34 27 03 2 Centaurus
13 51 50 -32 59 41 3 Centaurus
13 51 50 -32 59 42 3 Centaurus
13 53 13 -31 55 40 4 Centaurus
14 06 41 -36 22 12 5 Centaurus
20 08 53 +77 42 41 1 Cephius
20 29 35 +62 59 39 2 Cephius
20 45 17 +61 50 20 3 Cephius
20 43 11 +66 39 26 4 Cephius
