00 38 00 +31 00 00 B1-2
03 40 00 +31 40 00 B3-4
03 44 48 +32 45 00 B5
03 52 30 +55 55 00 B6
04 15 00 +27 30 00 B7-10
04 10 00 +55 00 00 B8
04 17 00 +55 00 01 B11
04 26 00 +54 10 00 B12
04 20 00 +54 30 00 B13
04 28 30 +46 30 00 B15-16-17
04 29 00 +24 20 00 B18
04 30 00 +52 30 00 B20
04 30 00 +55 10 00 B21
04 30 00 +26 00 00 B14-19-22-220
04 37 12 +29 50 00 B23
04 40 00 +29 40 00 B24
04 49 00 +45 55 01 B25
04 52 00 +30 30 00 B26-27-28
05 03 00 +31 40 00 B29
05 27 00 +12 30 00 B30-31
05 38 00 +13 20 01 B32
05 43 00 -01 00 00 B33
05 25 00 +06 30 00 B35
05 47 00 +07 30 00 B36
06 30 00 +10 40 00 B37-38
06 35 12 +10 30 00 B39
16 13 00 -19 00 00 B40
16 16 00 -20 00 00 B41
16 25 48 -24 13 00 B42
16 27 00 -19 30 01 B43
16 35 00 -24 20 00 B44
16 37 00 -22 10 01 B45
16 54 00 -22 45 00 B46
16 56 36 -22 31 00 B47
16 59 30 -32 50 00 B49
17 01 24 -22 06 00 B51
17 05 00 -32 02 00 B55
17 06 00 -32 05 00 B56
17 05 06 -22 50 00 B57
17 08 00 -27 20 01 B59
17 12 12 -20 18 00 B61
17 13 00 -20 50 00 B62
17 16 00 -21 20 00 B63
17 14 18 -18 20 00 B64
17 16 42 -26 35 00 B65
17 17 00 -26 49 00 B66
17 19 30 -21 50 01 B67
17 18 00 -26 45 00 B67
17 19 36 -23 41 01 B68
17 20 00 -23 50 00 B69
17 20 30 -23 55 00 B70
17 20 06 -23 52 00 B71
17 21 00 -23 30 00 B72
17 22 00 -22 58 01 B74
17 22 00 -21 50 01 B75
17 22 00 -24 20 01 B73-76
17 25 00 -24 00 00 B77-269
17 30 00 -25 40 00 B78
17 35 00 -19 38 00 B79
17 30 00 -21 00 00 B80
16 47 00 -16 00 00 B81-82
17 37 24 -19 30 00 B83
17 36 00 -24 05 00 B83
17 54 36 -17 40 00 B84
17 43 30 -20 10 00 B84
17 59 36 -27 50 00 B86
18 01 00 -32 40 01 B87
18 07 00 -23 40 00 B90
18 12 36 -18 12 00 B92
18 14 00 -18 05 00 B93
18 23 00 -11 50 00 B95
18 22 00 -10 40 00 B94-96
18 30 00 -10 00 00 B97
18 30 18 -26 03 00 B98
18 30 30 -21 35 00 B99
18 30 00 -09 10 00 B100-101
18 35 18 -13 50 00 B102
18 36 30 -06 40 00 B103
18 44 30 -04 25 00 B104
18 45 00 -06 55 00 B105
18 47 00 -04 50 01 B106-107-110
18 45 00 -07 50 00 B109
18 50 00 -05 00 00 B108-111-117-119
18 47 00 -03 45 01 B113
18 50 12 -07 00 00 B114
18 50 30 -06 40 00 B115
18 50 30 -07 10 00 B116
18 51 00 -07 22 00 B117-118
18 55 00 -04 00 00 B119-120-121
18 54 06 -04 50 01 B122
18 55 12 -04 30 00 B123
18 56 30 -04 35 01 B126
18 58 54 -05 30 01 B127
19 00 00 +12 45 00 B128
18 59 30 -05 20 00 B129
18 59 00 -05 40 00 B130
19 00 00 -04 35 00 B131
19 01 30 -04 33 00 B132-328
19 03 24 -06 55 00 B133
19 04 00 -06 15 00 B134
