18 31 23 -32 21 00 M_69____GLOBUL
18 43 18 -32 17 59 M_70____GLOBUL
18 55 12 -30 28 00 M_54____GLOBUL
19 40 05 -30 56 00 M_55____GLOBUL
21 44 11 +09 52 30 EPSIL_PEGASUS_ENIF
21 30 00 +12 10 00 M_15____GLOBUL
20 06 06 -21 55 01 M_75____GLOBUL
20 53 24 -12 33 00 M_72____GLOBUL
20 58 59 -12 37 00 M_73____STARS:
21 31 33 -05 52 30 BET_AQU_SADEL_SUUD
21 33 29 -00 49 59 M_2_____GLOBUL
21 40 18 -23 10 59 M_30____GLOBUL
03 02 16 +04 05 23 ALPHA_CETUS_MENKAR
