13 42 12 +28 23 00 N 5272 Gb 6.4
20 34 36 +28 18 00 N 6940 OC 6.3
19 52 12 +29 25 00 N 6834 OC 7.8
19 16 36 +30 11 00 N 6779 Gb 8.3
20 05 54 +35 47 00 N 6871 OC 5.2
20 11 18 +35 51 00 N 6883 OC 8.0
16 41 42 +36 28 00 N 6205 Gb 5.9
21 24 24 +36 30 00 N 7063 OC 7.0
20 16 30 +37 38 00 I 4996 OC 7.3
20 23 54 +38 32 00 N 6913 OC 6.6
19 41 18 +40 11 00 N 6819 OC 7.3
20 23 06 +40 47 00 N 6910 OC 7.4
12 50 54 +41 07 00 N 4736 Gx 8.2
13 15 48 +42 02 00 N 5055 Gx 8.6
17 17 06 +43 08 00 N 6341 Gb 6.5
20 03 42 +44 00 00 N 6866 OC 7.6
21 11 12 +45 39 00 N 7039 OC 7.6
19 38 12 +46 34 00 N 6811 OC 6.8
21 23 12 +46 23 00 N 7062 OC 8.3
22 05 12 +46 30 00 N 7209 OC 6.7
12 19 00 +47 18 00 N 4258 Gx 8.3
13 29 54 +47 12 00 N 5194 Gx 8.4
21 12 06 +47 44 00 I 1369 OC 6.8
21 29 24 +47 05 00 N 7082 OC 7.2
21 53 24 +47 16 00 I 5146 +N 7.2
21 32 12 +48 26 00 N 7092 OC 4.6
22 15 18 +49 53 00 N 7243 OC 6.4
23 30 12 +49 08 00 N 7686 OC 5.6
21 30 30 +51 35 00 N 7086 OC 8.4
14 03 12 +54 21 00 N 5457 Gx 7.7
23 57 00 +56 44 00 N 7789 OC 6.7
21 39 06 +57 30 00 I 1396 +N 3.5
22 12 36 +57 17 00 N 7235 OC 7.7
22 20 24 +58 05 00 N 7261 OC 8.4
22 47 00 +58 06 00 N 7380 +N 7.2
20 31 24 +60 37 59 N 6939 OC 7.8
20 34 48 +60 09 00 N 6946 Gx 8.9
23 11 30 +60 34 00 N 7510 OC 6.9
23 24 12 +61 35 00 N 7654 OC 6.9
23 58 24 +61 13 00 N 7790 OC 8.5
21 53 42 +62 36 00 N 7160 OC 6.1
21 00 30 +68 10 00 N 7023 +N 7.0
09 55 36 +69 04 00 N 3031 Gx 6.9
09 55 48 +69 41 00 N 3034 Gx 8.4
